Faculdade HONPAR,-,"Rodovia PR 218 KM 01 s/n, Jardim Universitário, Cidade de Arapongas - s/n Arapongas",Arapongas,PR
FACULDADE HORIZONTE (FACHORIZONTE),FACHORIZONTE,Quadra CRS 506 Bloco A - Asa Sul,Brasília,DF
FACULDADE HORIZONTINA (FAHOR),FAHOR,Rua Buricá - 725 Centro,Horizontina,RS
FACULDADE HORUS SÄO MIGUEL (FSJ),FSJ,RUA LA SALLE - 2570 CENTRO,São Miguel do Oeste,SC
FACULDADE HOSPITAL SÃO PAULO DE MURIAÉ (FAMEHSP),FAMEHSP,Rua Cel. Izalino - 187 centro,Muriaé,MG
Faculdade Humboldt (FH),FH,Avenida Engenheiro Alberto Kuhlmann - 525 Jardim Ipanema (Zona Sul),São Paulo,SP
FACULDADE IBCMED (IBCMED),IBCMED,RUA PREFEITO ALBERTO MOURA - 6000 MORRO DO CLARO,Sete Lagoas,MG
Faculdade IBECO (IBECO),IBECO,Rua Loefgren - 1400 Vila Clementino,São Paulo,SP
FACULDADE IBG (IBG),IBG,Avenida Lions Internacional - 818 Vila Aurora III,Rondonópolis,MT
Faculdade IBGEN,-,Avenida Forte - 77 Cristo Redentor,Porto Alegre,RS
Faculdade Ibiapaba,-,RUA VEREADOR MANOEL FROTA - 363 PLANALTO,Tianguá,CE
FACULDADE IBMEC (IBMEC),IBMEC,Rua Rio Grande do Norte - 300 Funcionários,Belo Horizonte,MG
FACULDADE IBMEC DISTRITO FEDERAL (IBMEC/DF),IBMEC/DF,ST SCN Quadra 06 Conjunto A- Edificio Vênancio 3000 - S/N Asa Norte,Brasília,DF
FACULDADE IBMEC SÃO PAULO (IBMEC SP),IBMEC SP,Alameda Santos - 2356 Cerqueira César,São Paulo,SP
FACULDADE IBS (IBS),IBS,Avenida Prudente de Morais - 444 Cidade Jardim,Belo Horizonte,MG
FACULDADE ICESP (ICESP),ICESP,Quadra QS 5 Rua 300 - 01 Areal (Águas Claras),Brasília,DF
Faculdade IDD (IDD),IDD,Rua Emiliano Perneta - 174 Centro,Curitiba,PR
FACULDADE IDEAL DE ALTO HORIZONTE (UnIDEAL),UnIDEAL,"Avenida Osmar Rosa da Silva, esq. c/ Rua Belém, - 04 Setor Sul",Alto Horizonte,GO
FACULDADE IDEAL DE BRASÍLIA (IDEAL),IDEAL,"Avenida Independência Scc, Quadra 1, Bloco C - s/n Planaltina",Brasília,DF
Faculdade Ideal Wyden (Faci Wyden),Faci Wyden,TRAVESSA TUPINAMBÁS - 461 BATISTA CAMPOS,Belém,PA
FACULDADE IDEAU DE BAGÉ (IDEAU),IDEAU,Avenida Santa Tecla - 4200 Getúlio Vargas,Bagé,RS
FACULDADE IDEAU DE CAXIAS DO SUL (IDEAU),IDEAU,Rua Feijó Júnior - 1049 São Pelegrino,Caxias do Sul,RS
FACULDADE IDEAU DE GETÚLIO VARGAS (IDEAU),IDEAU,Avenida Borges Medeiros - 2113 Champagnat,Getúlio Vargas,RS
Faculdade IDEAU de Passo Fundo (IDEAU),IDEAU,Avenida Rui Barbosa - 103 Vila Petrópolis,Passo Fundo,RS
Faculdade Ietec (Ietec),Ietec,Rua Tomé de Souza - 1065 Funcionários,Belo Horizonte,MG
FACULDADE ILAPEO (ILAPEO),ILAPEO,Rua Jacarezinho - 656 Mercês,Curitiba,PR
Faculdade ImesMercosur (ImesMercosur),ImesMercosur,Rua Peçanha - 662 - 10º Andar Centro,Governador Valadares,MG
FACULDADE IMESP MONITOR (IMESP),IMESP,Av. Rangel Pestana - 1105 Brás,São Paulo,SP
FACULDADE IMPACTA DE TECNOLOGIA (FIT),FIT,Rua do Bosque - 60 Barra Funda,São Paulo,SP
FACULDADE IMPACTO,-,Rua Roberto Simonsen - s/n Gruta de Lourdes,Maceió,AL
Faculdade Impacto de Porangatu (FIP),FIP,Rua 15 - 27 Centro,Porangatu,GO
FACULDADE INDEPENDENTE DO NORDESTE (FAINOR),FAINOR,Avenida Luís Eduardo Magalhães - 1305 Candeias,Vitória da Conquista,BA
FACULDADE INEDI (CESUCA),CESUCA,Rua Silvério Manoel da Silva - 160 Colinas,Cachoeirinha,RS
FACULDADE INESP - INSTITUTO NACIONAL DE ENSINO E PESQUISA (INESP),INESP,Rua Santa Rosa - 168 Centro,Jacareí,SP
Faculdade Innovare (FACINN),FACINN,Rua João Martins - 448 Parque Cruzeiro do Sul,São Paulo,SP
FACULDADE INOVA (INOVA),INOVA,Rua Dr. Bernardo Ribeiro Vianna - 664 Centro,Palmas,PR
Faculdade INPG de Blumenau (FACINPG),FACINPG,Rua Dois de Setembro - 3323 Itoupava Norte,Blumenau,SC
Faculdade Inspirar (Inspirar),Inspirar,Rua Inácio Lustosa - 792 São Francisco,Curitiba,PR
Faculdade Instituto Paulista de Ensino (FIPEN),FIPEN,Rua Euclides da Cunha - 390 Centro,Osasco,SP
FACULDADE INSTITUTO SUPERIOR DE EDUCAÇÃO DO PARANÁ - FAINSEP (FAINSEP),FAINSEP,Rua dos Gerânios - 1893 Borba Gato,Maringá,PR
Faculdade Integração (FI),FI,Rua Manuel Guedes - 504 ardim Europa,São Paulo,SP
FACULDADE INTEGRADA BRASIL AMAZONIA - FIBRA (FIBRA),FIBRA,Avenida Generalíssimo Deodoro - 1532 Nazaré,Belém,PA
FACULDADE INTEGRADA CARAJÁS (FIC),FIC,Avenida Brasil - 2299 Alto Paraná,Redenção,PA
Faculdade Integrada CETE (FIC),FIC,Avenida Gonçalves Maia - 159A Heliópolis,Garanhuns,PE
FACULDADE INTEGRADA DA AMAZÔNIA (FINAMA),FINAMA,Avenida Conselheiro Furtado - 2499 Cremação,Belém,PA
FACULDADE INTEGRADA DAS CATARATAS,-,Rua David Muffatto - 367 Jardim Comercial das Bandeiras,Foz do Iguaçu,PR
FACULDADE INTEGRADA DE ADVOCACIA DA AMAZÔNIA (FIAMA),FIAMA,Avenida Conselheiro Furtado - 2499 Cremação,Belém,PA
Faculdade Integrada de Araguatins (FAIARA),FAIARA,"Rua B, QD 01, Lt. 16 - S/N Nova Araguatins",Araguatins,TO
FACULDADE INTEGRADA DE ARAPONGAS (INTEGRADA),INTEGRADA,Rua Falcão - 768 Centro,Arapongas,PR
FACULDADE INTEGRADA DE CAMPO GRANDE (INTEGRADA),INTEGRADA,Rua Euclides da Cunha - 1216 Jardim dos Estados,Campo Grande,MS
FACULDADE INTEGRADA DE CARIACICA (MULTIVIX CARIAC),MULTIVIX CARIAC,Avenida Antônio Peixoto - s/nº Vera Cruz,Cariacica,ES
FACULDADE INTEGRADA DE GESTÃO E MEIO AMBIENTE (FACIGMA),FACIGMA,Rua do Hospício - 362 oa Vista,Recife,PE
FACULDADE INTEGRADA DE GOIÁS (FIG),FIG,Rua 215 - 293 Setor Leste Vila Nova,Goiânia,GO
FACULDADE INTEGRADA DE GUARAPUAVA (INTEGRADA),INTEGRADA,Rua Quinze de Novembro - 6198 Alto da XV,Guarapuava,PR
FACULDADE INTEGRADA DE LONDRINA (INTEGRADA),INTEGRADA,Avenida Celso Garcia Cid - 1523 Vila Siam,Londrina,PR
FACULDADE INTEGRADA DE MARINGÁ (INTEGRADA),INTEGRADA,Avenida Guedner - 1610 Zona 08,Maringá,PR
FACULDADE INTEGRADA DE PALMEIRAS DE GOIÁS (FAI),FAI,Rua 7 de Setembro - s/n Vila Aurora,Palmeiras de Goiás,GO
Faculdade Integrada de Pesquisa e Educação em Saúde de SP (FIPESP),FIPESP,Alameda Franca - 1604 Jardim Paulista,São Paulo,SP
FACULDADE INTEGRADA DE PONTA GROSSA (INTEGRADA),INTEGRADA,Avenida Doutor Vicente Machado - 585 Centro,Ponta Grossa,PR
FACULDADE INTEGRADA DE SANTA MARIA (FISMA),FISMA,Rua José do Patrocínio - 26 Centro,Santa Maria,RS
FACULDADE INTEGRADA DE VILA VELHA (MULTIVIX VILA V),MULTIVIX VILA V,Rua Cabo Aylson Simões - 1170 Centro,Vila Velha,ES
FACULDADE INTEGRAL CANTAREIRA (F.I.C.),F.I.C.,Rua Marcos Arruda - 729 Belenzinho,São Paulo,SP
Faculdade Integral de Jaboatão dos Guararapes (FIJ),FIJ,Rua Marechal Hermes da Fonseca - 20 Piedade,Jaboatão dos Guararapes,PE
Faculdade Integral Diferencial Wyden (Facid Wyden),Facid Wyden,Rua Veterinário Bugyja Brito - 1354 Horto Florestal,Teresina,PI
FACULDADE INTERAÇÃO AMERICANA (FIA),FIA,Avenida Lucas Nogueira Garcez - Centro,São Bernardo do Campo,SP
FACULDADE INTERAMERICANA DE PORTO VELHO (UNIRON),UNIRON,Avenida Mamoré - 1.520 Cascalheira,Porto Velho,RO
Faculdade Interativa de São Paulo (FAISP),FAISP,Rua Heloísa Penteado - 327 Vila Esperança,São Paulo,SP
FACULDADE INTERLAGOS DE EDUCAÇÃO E CULTURA (FINTEC),FINTEC,Avenida Jangadeiro - 111 e 445 Interlagos,São Paulo,SP
FACULDADE INTERMUNICIPAL DO NOROESTE DO PARANÁ (FACINOR),FACINOR,Rua Mato Grosso - 240 Alto da Glória,Loanda,PR
FACULDADE INTERNACIONAL CIDADE VIVA,-,Rua Luzia Simões Bertolini - 1º andar - 50 Aeroclube,João Pessoa,PB
FACULDADE INTERNACIONAL DA PARAÍBA (FPB),FPB,Avenida Monsenhor Walfredo Leal - 512 Tambiá,João Pessoa,PB
FACULDADE INTERNACIONAL DE CIÊNCIAS EMPRESARIAIS (FICE),FICE,Rua Sergipe - 1000 Funcionários,Belo Horizonte,MG
Faculdade Internacional de São Luís (ISL),ISL,Avenida dos Holandeses - 10 Calhau,São Luís,MA
FACULDADE INTERNACIONAL DO DELTA (INTA),INTA,Rua Bel. Benjamin Constant - 540 Centro,Parnaíba,PI
FACULDADE INTERNACIONAL SIGNORELLI,-,Rua Araguaia - 03 Freguesia de Jacarepaguá,Rio de Janeiro,RJ
FACULDADE INTESP (INTESP),INTESP,Rua Deoclides da Silva Guidio - 469 Centro,Ipaussu,SP
Faculdade Invest de Ciências e Tecnologia (INVEST),INVEST,Avenida Europa - 63 Jardim Tropical,Cuiabá,MT
Faculdade IPEMED de Ciências Médicas (IPEMED),IPEMED,Avenida do Contorno - 2073 e 2075 Santa Tereza,Belo Horizonte,MG
FACULDADE IRECÊ (FAI),FAI,RUA RIO IGUAÇÚ - 397 RECANTO DAS ÁRVORES,Irecê,BA
Faculdade ISAE BRASIL (ISAE),ISAE,Avenida Visconde de Guarapuava - 2.943 Centro,Curitiba,PR
FACULDADE ISEIB DE BELO HORIZONTE (FIBH),FIBH,Avenida Afonso Pena - 266 Centro,Belo Horizonte,MG
FACULDADE ISEIB DE BETIM (FISBE),FISBE,Rua do Acre - 536 Nossa Senhora das Graças,Betim,MG
Faculdade ISMD (ISMD),ISMD,Avenida Coronel José Dias Bicalho - 520 São José,Belo Horizonte,MG
FACULDADE ISMD (ISMD),ISMD,Avenida Conselheiro Rodrigues Alves - 213 Vila Mariana,São Paulo,SP
Faculdade Israelita de Ciências da Saúde Albert Einstein (FICSAE),FICSAE,Avenida Professor Francisco Morato - 4293 Butantã,São Paulo,SP
FACULDADE ITANHAÉM (FAITA),FAITA,Avenida Embaixador Pedro de Toledo - 196 Centro,Itanhaém,SP
FACULDADE ITAPURANGA,-,Rua 47-A Q. E - centro,Itapuranga,GO
Faculdade Itaquá (UNEITAQUÁ),UNEITAQUÁ,Italo Adami - 1450 Vila Seferina,Itaquaquecetuba,SP
Faculdade Itataia (FACIT),FACIT,Rua Professor Otávio Terceiro de Farias - 147 Afonso Walter,Santa Quitéria,CE
FACULDADE ITEANA DE BOTUCATU (FITB),FITB,Avenida Alcides Cagliari - 2.601 Jardim Evelyn,Botucatu,SP
FACULDADE ITEANA DE IBITINGA (FITI),FITI,Via Prefeito Alberto Alves Casemiro - 1.747 Centro,Ibitinga,SP
FACULDADE ITOP (ITOP),ITOP,"Quadra ACSUSE 40, Conjunto 02, Lote 16 - S/N Centro",Palmas,TO
FACULDADE ITPAC GARANHUNS (ITPAC-GARANHUNS),ITPAC-GARANHUNS,Rodovia BR-423 - s/n Heliópolis,Garanhuns,PE
Faculdade Jaguar Indaiá (FJI),FJI,Avenida Nove de Dezembro - 460 Jardim Pedroso,Indaiatuba,SP
FACULDADE JARDINS (FACJARDINS),FACJARDINS,Avenida Ministro Geraldo Barreto Sobral - 1496 Jardins,Aracaju,SE
FACULDADE JESUÍTA DE FILOSOFIA E TEOLOGIA (FAJE),FAJE,Avenida Dr. Cristiano Guimarães - 2.127 Planalto,Belo Horizonte,MG
Faculdade JK Brasília Asa Sul II (JK),JK,Quadra SGAS 909 - 909 Asa Sul,Brasília,DF
Faculdade JK Brasília - Recanto das Emas (JK BSB RE),JK BSB RE,"SEPS 707/907, Conj. - S/N Asa Sul",Brasília,DF
Faculdade JK Brasília - Recanto das Emas II,-,Quadra SEPS 707/907 - S/N Asa Sul,Brasília,DF
FACULDADE JK BRASÍLIA -SAMAMBAIA,-,"SHCGN - CR Quadra 714/15 Norte, Bloco B, Lote 10 - s/n Plano Piloto",Brasília,DF
FACULDADE JK DE TECNOLOGIA (FACJK),FACJK,Shin Ca2 - 21 Lago Norte,Brasília,DF
FACULDADE JK - GOIAS - PADRE BERNARDO (JK),JK,Rua São Francisco - SN Setor Divinópolis,Padre Bernardo,GO
FACULDADE JK - GUARÁ (JK),JK,QE - 08 Guará I,Brasília,DF
Faculdade JK Michelangelo (FAJKMIC),FAJKMIC,Quadra QI 3 - 1 a 4 Setor Industrial (Taguatinga),Brasília,DF
FACULDADE JK - PLANO PILOTO (-),-,SGAN - 913 ASA NORTE,Brasília,DF
FACULDADE JK SOBRADINHO,-,Quadra 13 Área Especial - 3 Sobradinho,Brasília,DF
FACULDADE JK - UNIDADE I - GAMA,-,Área Especial Lotes 18 a 22 - s/n Gama,Brasília,DF
FACULDADE JK - UNIDADE II - GAMA,-,Área Especial Lotes 18 a 22 - s/n Gama,Brasília,DF
FACULDADE JOÃO PAULO II (FAJOP),FAJOP,José Joaquim Cabral - 47 A Centro,Quirinópolis,GO
FACULDADE JOSÉ LACERDA FILHO DE CIÊNCIAS APLICADAS (FAJOLCA),FAJOLCA,Avenida Francisco Alves de Souza - 500 Centro,Ipojuca,PE
FACULDADE J. SIMÕES ENSINO SUPERIOR (FABAVI),FABAVI,Rua Horácio Santana - 155 Parque da Areia Preta,Guarapari,ES
FACULDADE JUIZ DE FORA (FJF),FJF,Avenida Presidente Itamar Franco - 3180 São Mateus,Juiz de Fora,MG
FACULDADE KENNEDY (FK),FK,Rua Paracatu - 115 Nossa Senhora da Conceição,João Monlevade,MG
FACULDADE KENNEDY DE BELO HORIZONTE (FKBH),FKBH,"Rua José Dias Vieira - 46 Rio Branco, Distrito Venda Nova",Belo Horizonte,MG
Faculdade Kennedy de Ipatinga (FKIPATINGA),FKIPATINGA,Av Japão - 601 Cariru,Ipatinga,MG
FACULDADE KENNEDY DE MINAS GERAIS - FKMG (FKMG),FKMG,Rua José Dias Vieira - 46 Visconde do Rio Branco,Belo Horizonte,MG
FACULDADE LABORO (Laboro),Laboro,Avenida Marechal Castelo Branco - 605 SÃO FRANCISCO,São Luís,MA
FACULDADE LA SALLE,-,Avenida Universitária - 1000W Bandeirantes,Lucas do Rio Verde,MT
FACULDADE LA SALLE,-,Avenida Dom Pedro I - 151 Dom Pedro,Manaus,AM
FACULDADE LA SALLE - CAXIAS (FACSALLE),FACSALLE,Rua Os 18 do Forte - 1754 Centro,Caxias do Sul,RS
Faculdade Latino-americana (FLAM),FLAM,Estrada dos Fernandes - 2680 Mirante do Arujá,Arujá,SP
Faculdade Latino Americano de Educação (FLAED),FLAED,Rua João Pessoa - 2270 Centro,Codó,MA
FACULDADE LEGALE (FALEG),FALEG,Rua da Consolação - 65 Centro,São Paulo,SP
FACULDADE LEONARDO DA VINCI (ULBRA),ULBRA,Coronel Vicente - 281 Centro,Porto Alegre,RS
Faculdade Leonardo da Vinci - Santa Catarina,-,Rua Blumenau - 4664 Araponginha,Timbó,SC
Faculdade Linear (LINEAR),LINEAR,Qc 08 - s/n Mansões Village,Águas Lindas de Goiás,GO
FACULDADE LIONS (FAC-LIONS),FAC-LIONS,Alameda dos Bambus - Sítio de Recreio Mansões Bernardo Sayão,Goiânia,GO
FACULDADE LOGOS (FALOG),FALOG,Conjunto 01 HI Rua 1 - lotes 1 a 7 Núcleo Habitacional Novo Gama,Novo Gama,GO
FACULDADE LOGOS INTERNACIONAL (FALI),FALI,Rua Antônio Volpato - 1488 Centro,Sarandi,PR
FACULDADE LOURENÇO FILHO (FLF),FLF,Rua Barão do Rio Branco - 2101 Fátima,Fortaleza,CE
FACULDADE LS (FACELS),FACELS,Quadra Setor D Sul - Lote 05 Taguatinga Sul (Taguatinga),Brasília,DF
FACULDADE LUCIANO FEIJÃO (FLF),FLF,Avenida Dom José - 325 Centro,Sobral,CE
FACULDADE LUIZ EDUARDO MAGALHÃES (FILEM),FILEM,Avenida Juscelino Kubistcheck - Lote APMLEM 2 Loteamento Mimoso Doeste I,Luís Eduardo Magalhães,BA
Faculdade Lusitana de Pernambuco (FALUP),FALUP,Av. Congresso Eucarístico Internacional - 01 Santa Cruz,Carpina,PE
FACULDADE LUSO-BRASILEIRA (FALUB),FALUB,Avenida Congresso Eucarístico Internacional - 01 Santa Cruz,Carpina,PE
FACULDADE LUSÓFONA DA BAHIA (FL-BA),FL-BA,Rua das Hortênsias - 696 Itaigara,Salvador,BA
FACULDADE LUSÓFONA DE SÃO PAULO (FL-SP),FL-SP,Estrada Municipal Walter Steurer - 1.413 Granja Viana,Cotia,SP
FACULDADE LUSÓFONA DO RIO DE JANEIRO (FL-RJ),FL-RJ,Rua Visconde de Itaúna - 2671 Paraíso,São Gonçalo,RJ
FACULDADE LUTERANA DE TEOLOGIA (FLT),FLT,"Wally Malschitzki, Enfermeira - r- M Preto - 164 Mato Preto",São Bento do Sul,SC
FACULDADE LUTERANA RUI BARBOSA (FALURB),FALURB,Rua D Pedro - 1151 Centro,Marechal Cândido Rondon,PR
FACULDADE LUTERANA SÃO MARCOS (FALSM),FALSM,Rua Dr. Mario Totta - 260 Vila Agritter,Alvorada,RS
FACULDADE MACÊDO DE AMORIM (FAMAM),FAMAM,Rua Conselheiro Severino Francisco Alves - 174 Livramento,Vitória de Santo Antão,PE
FACULDADE MACHADO DE ASSIS (FAMA),FAMA,Praça Marquês de Herval - 4 Santa Cruz,Rio de Janeiro,RJ
FACULDADE MACHADO SOBRINHO (FMS),FMS,Rua Pedro Celeste - s/n Cruzeiro do Sul,Juiz de Fora,MG
FACULDADE MADALENA SOFIA (FMS),FMS,Rua Alberto de Oliveira - 19 Bairro Alto,Curitiba,PR
FACULDADE MADRE TEREZA (FAMAT),FAMAT,Rua Ubaldo Figueira - 1777 Nova Brasília,Santana,AP
FACULDADE MADRE THAIS (FMT),FMT,Avenida Itabuna - 1491 Centro,Ilhéus,BA
FACULDADE MAGISTER (MAGISTER),MAGISTER,Avenida Nossa Senhora do Sabará - 1300 Santo Amaro,São Paulo,SP
Faculdade Mais de Ituiutaba (FacMais),FacMais,Avenida Geraldo Alves Tavares - 1980 Universitário,Ituiutaba,MG
FACULDADE MANTENENSE DOS VALES GERAIS (INTERVALE) (INTERVALE),INTERVALE,Rua Marino de Matos Pinto - 40 Nicoline,Mantena,MG
Faculdade Maranhense (FAM),FAM,Av Nossa Senhora das Graças - sn chapadão,Parnarama,MA
FACULDADE MARANHENSE SÃO JOSÉ DOS COCAIS (FSJ),FSJ,Rua 1 - 290 Loteamento Boa Vista,Timon,MA
FACULDADE MARECHAL CÂNDIDO RONDON (FAMAR),FAMAR,Rua Almirante Barroso - 1335 Centro,Ji-Paraná,RO
Faculdade Marechal Rondon,-,Rua Saldanha Marinho - 282 Centro,Vilhena,RO
FACULDADE MARECHAL RONDON (FMR),FMR,Viscinal Nilo Lisboa Chavasco - 5000 Chacara Saltinho,São Manuel,SP
FACULDADE MARIA MILZA (FAMAM),FAMAM,BR-101; Km 212. Estrada de Cruz das Almas-Governador Mangabeira. Zona Rural - s/n Sungaia,Cruz das Almas,BA
FACULDADE MARINGÁ (CESPAR),CESPAR,Avenida Prudente de Moraes - 815 ZONA 07,Maringá,PR
FACULDADE MARINHO PAULISTA (FAMP),FAMP,Rua Airi - 20 a Vila Gomes Cardim,São Paulo,SP
Faculdade Mário Quintana (FAMAQUI),FAMAQUI,Praça Cônego Marcelino - 107 Cidade Baixa,Porto Alegre,RS
Faculdade Marquês de Olinda (FMO),FMO,Avenida Adhemar de Barros - 987/974 Vila Santo Antônio,Guarujá,SP
Faculdade Martha Falcão Wyden (FMF Wyden),FMF Wyden,Rua Natal - 300 Adrianópolis,Manaus,AM
Faculdade Martinho Lutero (FML),FML,Travessa Visconde de Abaeté - 200 Tamarineira,Recife,PE
FACULDADE MASTER (FAC MASTER),FAC MASTER,Rua L - 61 Jardins,Aracaju,SE
FACULDADE MASTER DE PARAUAPEBAS - FAMAP (FAMAP),FAMAP,"Rua G, Qd. 63, Lt 07 e 08. - 382-A União",Parauapebas,PA
FACULDADE MATER DEI (FMD),FMD,Rua Mato Grosso - 200 Centro,Pato Branco,PR
FACULDADE MATO GROSSO DO SUL (FACSUL),FACSUL,Rua Afonso Pena - 275 Amambaí,Campo Grande,MS
FACULDADE MAUÁ DE BRASÍLIA (MAUADF),MAUADF,Colônia Agrícola Samambaia - 12 Taguatinga Norte (Taguatinga),Brasília,DF
FACULDADE MAURÍCIO DE NASSAU DE BELO HORIZONTE (FMN BH),FMN BH,Rua Caxambu - 83 Lagoinha,Belo Horizonte,MG
Faculdade Maurício de Nassau de Betim (FMN Betim),FMN Betim,Rua Pirapora - 711 Vila Cristina,Betim,MG
FACULDADE MAURÍCIO DE NASSAU DE BLUMENAU (FMN BLUMENAU),FMN BLUMENAU,Rua Nereu Ramos - S/N Centro,Blumenau,SC
FACULDADE MAURÍCIO DE NASSAU DE CAMPINAS (FMN CAMPINAS),FMN CAMPINAS,Rua Mogi Mirim - 1283 Jardim Novo Campos Eliseos II,Campinas,SP
FACULDADE MAURÍCIO DE NASSAU DE CAMPOS DOS GOYTACAZES (FMN GOYTACAZES),FMN GOYTACAZES,Rua Conselheiro Otaviano - S/N Centro,Campos dos Goytacazes,RJ
Faculdade Maurício de Nassau de Caxias do Sul (FMN Caxias Sul),FMN Caxias Sul,Rua Sinimbu - 2553 São Pelegrino,Caxias do Sul,RS
FACULDADE MAURÍCIO DE NASSAU DE DIVINÓPOLIS (FMN DIVINÓPOLIS),FMN DIVINÓPOLIS,Rua Rio de Janeiro - S/N Centro,Divinópolis,MG
FACULDADE MAURÍCIO DE NASSAU DE DUQUE DE CAXIAS (FMN CAXIAS),FMN CAXIAS,Avenida Doutor Manuel Teles - 89 Centro,Duque de Caxias,RJ
FACULDADE MAURÍCIO DE NASSAU DE FLORIANÓPOLIS (FMN FLORIPA),FMN FLORIPA,Rua São João Batista - 60 Agronômica,Florianópolis,SC
FACULDADE MAURÍCIO DE NASSAU DE IMPETRATRIZ (FMN IMPERATRIZ),FMN IMPERATRIZ,Rua Minas Gerais - 903 Três Poderes,Imperatriz,MA
FACULDADE MAURÍCIO DE NASSAU DE ITABUNA (FMN DE ITABUNA),FMN DE ITABUNA,Rua Castro Alves - 64 Califórnia,Itabuna,BA
FACULDADE MAURÍCIO DE NASSAU DE JUIZ DE FORA (FMN JF),FMN JF,Rua Mário Crispim - S/N Bosque do Imperador,Juiz de Fora,MG
FACULDADE MAURÍCIO DE NASSAU DE LONDRINA (FMN LONDRINA),FMN LONDRINA,Rua Canudos - 261 e 264 Jardim Higianopolis,Londrina,PR
FACULDADE MAURÍCIO DE NASSAU DE MACEIÓ (FMN Maceió),FMN Maceió,Rua Senador Rui Palmeira - 1200 Ponta Verda,Maceió,AL
FACULDADE MAURÍCIO DE NASSAU DE NITERÓI (FMN NITERÓI),FMN NITERÓI,Rua Gavião Peixoto - 179 Icaraí,Niterói,RJ
FACULDADE MAURÍCIO DE NASSAU DE PONTA GROSSA (FMN PONTAGROSSA),FMN PONTAGROSSA,Rua Silva Jardim - S/N Centro,Ponta Grossa,PR
FACULDADE MAURÍCIO DE NASSAU DE SÃO JOSÉ DOS CAMPOS (FMN SJ CAMPOS),FMN SJ CAMPOS,Rua Quinze de Novembro - S/N Centro,São José dos Campos,SP
Faculdade Maurício de Nassau de Uberlândia (FMN Uberlândia),FMN Uberlândia,Travessa Canápolis - 200 Osvaldo Rezende,Uberlândia,MG
FACULDADE MAURÍCIO DE NASSAU DE VOLTA REDONDA (FMN VOLTA REDON),FMN VOLTA REDON,Rua Trinta e Um-A - S/N Vila Santa Cecília,Volta Redonda,RJ
FACULDADE MAURÍCIO DE NASSAU SÃO BERNARDO DO CAMPO (FMN SBC),FMN SBC,Rua Tenente Salles - 229 Centro,São Bernardo do Campo,SP
FACULDADE MAURÍCIO DE NASSAU SERRA TALHADA (FMN SERRA),FMN SERRA,Rua Tabelião Tiburtino Nogueira - 1187 Nossa Senhora da Penha,Serra Talhada,PE
FACULDADE M-EDUCAR (FAMED),FAMED,Av. Parque Sul - 601 Caroba,Croatá,CE
Faculdade Mega (MEGA),MEGA,Rua dos Caetés - 123 Centro,Belo Horizonte,MG
Faculdade Melies de Tecnologia (Melies),Melies,Alameda dos Maracatins - 961 Indianópolis,São Paulo,SP
Faculdade Menino Deus (FAMED),FAMED,Avenida Getúlio Vargas - 1618 Menino Deus,Porto Alegre,RS
FACULDADE MERCÚRIO (FAMERC),FAMERC,Rua Mercúrio - 293 e 1.631 Pavuna,Rio de Janeiro,RJ
FACULDADE MERIDIONAL (IMED),IMED,Rua Senador Pinheiro - 304 Cruzeiro,Passo Fundo,RS
Faculdade Meridional de Porto Alegre (IMED),IMED,Rua Dona Laura - 1020 Rio Branco,Porto Alegre,RS
Faculdade Meridional RS (IMED),IMED,Rua Dona Laura - 1020 Rio Branco,Porto Alegre,RS
FACULDADE MESSIANICA,-,Rua Humberto I - 612 Vila Mariana,São Paulo,SP
FACULDADE METODISTA CENTENÁRIO (FMC),FMC,RUA DOUTOR TURI - 2003 CENTRO,Santa Maria,RS
FACULDADE METODISTA DE CIÊNCIAS HUMANAS E EXATAS (METODISTA),METODISTA,Rua 9 de Julho - 175 Centro,Birigui,SP
FACULDADE METODISTA DE TEOLOGIA E CIÊNCIAS HUMANAS DA AMAZÔNIA (FATEO-PVH),FATEO-PVH,Rua Afonso Pena - 1.142 Nossa Senhora da Graça,Porto Velho,RO
FACULDADE METODISTA DO SUL PAULISTA (FMSP),FMSP,RUA PREFEITO FELIPE MARINHO - 110 JARDIM FERRARI,Itapeva,SP
FACULDADE METODISTA GRANBERY (FMG),FMG,Rua Batista de Oliveira - 1.145 Granbery,Juiz de Fora,MG
FACULDADE MÉTODO DE SÃO PAULO (FAMESP),FAMESP,Avenida Jabaquara - 1.314 Mirandópolis,São Paulo,SP
FACULDADE METROPOLITANA (UNNESA),UNNESA,Rua das Araras - 241 Eldorado,Porto Velho,RO
FACULDADE METROPOLITANA DA GRANDE RECIFE (UNESJ),UNESJ,Avenida Barreto de Menezes - 809 Piedade,Jaboatão dos Guararapes,PE
FACULDADE METROPOLITANA DE ANÁPOLIS (FAMA),FAMA,Avenida Fernando Costa - 49 Vila Jaiara,Anápolis,GO
FACULDADE METROPOLITANA DE CAMAÇARI (FAMEC),FAMEC,Av. Eixo Urbano Central - s/n Centro,Camaçari,BA
FACULDADE METROPOLITANA DE CAMAQUÃ (FAMECA),FAMECA,Rua Alice Baugarten Padilha - 178 Olaria,Camaquã,RS
FACULDADE METROPOLITANA DE CIENCIAS E TECNOLOGIA (FAMEC),FAMEC,Rua Massaranduba - 130 Nova Parnamirim,Parnamirim,RN
